License,Name,Street,City,State,Zip,Country,Email,Website,Type,Phone,Enrolled in subsidized program
60003938,OAKCREST PREPARATORY ACADEMY,13755 STEELE CREEK ROAD,CHARLOTTE,NC,28273,Mecklenburg,HR@Oakcrestprep.com,www.steelecreekca.com,Child Care Center,(704) 910-6043,No
60003687,OAKHURST ELEMENTARY ASEP,4511 MONROE RD,CHARLOTTE,NC,28205,Mecklenburg,stephen.hall@cms.k12.nc.us,,Child Care Center,(980) 343-5567,Yes
6055646,OLDE PROVIDENCE AFTER SCHOOL ENRICHMENT PROGRAM,3800 REA RD,CHARLOTTE,NC,28226,Mecklenburg,nina-mariel.johnson@cms.k12.nc.us,,Child Care Center,(980) 343-3755,Yes
6055153,OPEN DOOR SCHOOL,234 NORTH SHARON AMITY ROAD,CHARLOTTE,NC,28211,Mecklenburg,odsdirector2@gmail.com,,Child Care Center,(704) 364-1521,Yes
60001246,OUR FUTURE GENERATION CHILD CARE,4600 TUCKASSEEGEE ROAD,CHARLOTTE,NC,28208,Mecklenburg,bernadettetorrence@yahoo.com,,Child Care Center,(704) 393-3584,Yes
60002738,OUR FUTURE GENERATIONS II INC.,4901 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,ofgcdc@yahoo.com,,Child Care Center,(704) 393-4045,Yes
6055638,PARK ROAD AFTER SCHOOL ENRICHMENT PROGRAM,3701 HAVEN DRIVE,CHARLOTTE,NC,28209,Mecklenburg,catherine.tillman@cms.k12.nc.us,,Child Care Center,(980) 343-5830,Yes
6050404,PARK ROAD BAPTIST CHILD DEVELOPMENT CENTER,3900 PARK ROAD,CHARLOTTE,NC,28209,Mecklenburg,heather@parkroadbaptistcdc.org,,Child Care Center,(704) 525-8693,Yes
60003683,PARKSIDE ELEMENTARY ASEP,2945 JOHNSTON OEHLER ROAD,CHARLOTTE,NC,28269,Mecklenburg,stephen.hall@cms.k12.nc.us,,Child Care Center,(980) 343-9915,Yes
6055687,PATHWAY PRESCHOOL,1131 EASTWAY DRIVE,CHARLOTTE,NC,28205,Mecklenburg,pathwaypreschool@yahoo.com,,Child Care Center,(704) 563-7028,Yes
60001856,PAW CREEK AFTER SCHOOL ENRICHMENT PROGRAM,1300 CATHEY ROAD,CHARLOTTE,NC,28214,Mecklenburg,donnagalmon.freeman@cms.k12.nc.us,,Child Care Center,(980) 343-6088,Yes
60001006,PEE WEE'S LITTLE PEOPLE,5747 JOYCE DRIVE,CHARLOTTE,NC,28215,Mecklenburg,v_belin@bellsouth.net,,Child Care Center,(704) 566-0440,Yes
60001429,PHARR'S KIDZ CREATIONS,6832 CORTEZ TRACE,CHARLOTTE,NC,28227,Mecklenburg,ppharr59@gmail.com,,Child Care Center,(704) 531-4508,Yes
60001837,PHELPS LOVE AND CARE,2442 CELOSIA DR,CHARLOTTE,NC,28262,Mecklenburg,ASHLEYPHEL@AOL.COM,,Family Child Care Home,(704) 604-5689,Yes
60002107,PHILLIPS LEARNING CENTER,310 ARROWOOD ROAD,CHARLOTTE,NC,28217,Mecklenburg,phillipslearningcenter@gmail.com,,Family Child Care Home,(704) 522-6573,Yes
60002610,PIEDMONT OPEN MIDDLE ASEP,1241 EAST 10TH STREET,CHARLOTTE,NC,28204,Mecklenburg,tracyl.brown@cms.k12.nc.us,,Child Care Center,(980) 343-5435,Yes
6055214,PINEVILLE NAZARENE CHILD DEVELOPMENT CENTER,8614 PINEVILLE MATTHEWS ROAD,CHARLOTTE,NC,28226,Mecklenburg,pinevillenazcdc@gmail.com,,Child Care Center,(704) 542-3470,Yes
60001358,PINEY GROVE ELEMENTARY ASEP,8801 EAGLEWIND DRIVE,CHARLOTTE,NC,28212,Mecklenburg,laquansa.lloyd@cms.k12.nc.us,,Child Care Center,(980) 343-6470,Yes
60003894,PITTER PATTER PLAYHOUSE LEARNING CENTER,5320 E WT HARRIS BOULEVARD,CHARLOTTE,NC,28215,Mecklenburg,pitterpatterplayhouseLC@yahoo.com,,Family Child Care Home,(980) 253-1540,No
60001782,PLAY AND LEARN CHRISTIAN CHILD CARE,2220 MEADECROFT RD,CHARLOTTE,NC,28214,Mecklenburg,monchy1@bellsouth.net,,Family Child Care Home,(704) 345-9220,Yes
6052999,PLAZA BAPTIST CHILDREN'S CENTER,3321 THE PLAZA,CHARLOTTE,NC,28205,Mecklenburg,pbcc_nc@yahoo.com,,Child Care Center,(704) 334-4700,Yes
60003450,PLAZA ROAD PRE-K & ASEP,1000-C ANDERSON STREET,CHARLOTTE,NC,28205,Mecklenburg,linda.harris@plazaroadacademy.com,www.plazaroadacademy.com,Child Care Center,(704) 375-1940,Yes
60000859,PLEASANT GROVE CHILD DEVELOPMENT CENTER,1915 OAKDALE ROAD,CHARLOTTE,NC,28216,Mecklenburg,tericonway.pgcdc@gmail.com,,Child Care Center,(704) 391-0835,Yes
60002985,POLO RIDGE ELEMENTARY ASEP,11830 TOM SHORT ROAD,CHARLOTTE,NC,28277,Mecklenburg,satina.jones@cms.k12.nc.us,,Child Care Center,(980) 343-0749,Yes
60001964,PRECIOUS LITTLE ANGELS,2424 HEATHER GLEN LANE,CHARLOTTE,NC,28208,Mecklenburg,stewartc299@aol.com,na,Family Child Care Home,(704) 605-2429,Yes
60004186,PRECIOUS LITTLE ONES,512 ELMWOOD POND COURT,CHARLOTTE,NC,28214,Mecklenburg,asharris10@yahoo.com,,Family Child Care Home,(704) 713-1363,No
60002177,PRECIOUS LITTLE STEPS,3344 MISTY WOOD DRIVE,CHARLOTTE,NC,28269,Mecklenburg,fayespeach@bellsouth.net,,Family Child Care Home,(704) 599-9574,Yes
60001273,PRECIOUS LOVE DAYCARE,6206 SUNBRIDGE CT,CHARLOTTE,NC,28269,Mecklenburg,pjfendi@aol.com,,Family Child Care Home,(704) 599-4516,Yes
60003913,PRECIOUS PLAYMATES CHILD DEVELOPMENT CENTER,532 INGLE STREET,CHARLOTTE,NC,28216,Mecklenburg,ellamichael1963@gmail.com,,Child Care Center,(704) 392-6100,Yes
60003926,PREPZONE KIDS DAYCARE,13412 MALLARD LANDING ROAD,CHARLOTTE,NC,28278,Mecklenburg,prepzonekids@yahoo.com,,Family Child Care Home,(704) 301-7642,Yes
60000104,PRESBYTERIAN HOSPITAL CHILD DEVELOPMENT CENTER,1901 E 5TH STREET,CHARLOTTE,NC,28204,Mecklenburg,klthomas@novanthealth.org,,Child Care Center,(704) 384-4198,Yes
60000902,PRIDE -N- JOY DAY CARE,229 FOX ST,CHARLOTTE,NC,28204,Mecklenburg,pridejoydaycare@bellsouth.net,,Child Care Center,(704) 347-4704,Yes
60003296,PRIDE AND JOY AFTER SCHOOL ENRICHMENT,230 FOX STREET,CHARLOTTE,NC,28204,Mecklenburg,pridejoydaycare@bellsouth.net,,Child Care Center,(980) 207-2673,Yes
60004116,PRIMROSE SCHOOL AT EASTFIELD VILLAGE,13105 EASTFIELD VILLAGE LANE,CHARLOTTE,NC,28269,Mecklenburg,jlauber@primroseeastfieldvillage.com,,Child Care Center,(704) 947-3266,No
60004012,PRIMROSE SCHOOL OF LAKE WYLIE,3960 W ARROWOOD ROAD,CHARLOTTE,NC,28273,Mecklenburg,pghadi@primroselakewylie.com,,Child Care Center,(704) 926-4955,No
60003859,PRIMROSE SCHOOL OF SOUTH CHARLOTTE,15933 LANCASTER HIGHWAY,CHARLOTTE,NC,28277,Mecklenburg,ymconnell@primroseshouthcharlotte.com,,Child Care Center,(704) 426-3652,No
60003624,PRITCHARD MEMORIAL BAPTIST CHURCH CDC,1128 SOUTH CALDWELL STREET,CHARLOTTE,NC,28203,Mecklenburg,pritchardcdc@pritchardmemorial.com,www.pritchardmemorial.com,Child Care Center,(704) 343-2944,Yes
60003767,PROSPERITY GUIDEPOST MONTESSORI,4755 PROSPERITY CHURCH ROAD,CHARLOTTE,NC,28269,Mecklenburg,legalnotices@guidepostmontessori.com,,Child Care Center,(704) 503-6000,No
6055388,PROVIDENCE BAPTIST CHILD DEVELOPMENT CENTER,4921 RANDOLPH ROAD,CHARLOTTE,NC,28211,Mecklenburg,utaylor@providencebc.org,www.providencebaptistweekday.org/,Child Care Center,(704) 366-4030,Yes
60003455,PROVIDENCE PREPARATORY SCHOOL,3031 PROVIDENCE ROAD,CHARLOTTE,NC,28211,Mecklenburg,casey@providenceprepschool.com,,Child Care Center,(704) 391-9700,Yes
60003631,PROVIDENCE PREPARATORY SCHOOL- WESTBURY BUILDING,3051 PROVIDENCE ROAD,CHARLOTTE,NC,28211,Mecklenburg,casey@providenceprepschool.com,,Child Care Center,(704) 391-9700,No
60002023,PROVIDENCE SPRING ELEMENTARY ASEP,10045 PROVIDENCE CHURCH ROAD,CHARLOTTE,NC,28270,Mecklenburg,michaela.jenner@cms.k12.nc.us,,Child Care Center,(980) 343-5567,Yes
60002956,PURE GENIUS CHILDCARE SERVICES,1530 J ALLEGHANY STREET,CHARLOTTE,NC,28208,Mecklenburg,pgchildcare@bellsouth.net,,Child Care Center,(704) 392-4446,Yes
60003928,QUALITY CARE CHILD CARE,4010 MEADOWVIEW HILLS DRIVE,CHARLOTTE,NC,28269,Mecklenburg,kimspeedy@yahoo.com,,Family Child Care Home,(704) 578-7952,No
60002574,QUALITY DAY CARE,8601 FIRST RUN COURT,CHARLOTTE,NC,28215,Mecklenburg,maryhorton8601@yahoo.com,,Family Child Care Home,(704) 537-4605,Yes
60003661,RAISING STRONG MINDS,635 WILORA LANDING ROAD,CHARLOTTE,NC,28212,Mecklenburg,chaskins@raisingstrongminds.com,raisingstrongminds.com,Family Child Care Home,(704) 724-2573,Yes
60004062,REA FARMS STEAM ACADEMY ASEP,11532 GOLF LINKS DRIVE,CHARLOTTE,NC,28277,Mecklenburg,christinam.boger@cms.k12.nc.us,,Child Care Center,(980) 343-0723,No
60001138,REEDY CREEK ELEMENTARY ASEP,10801 PLAZA RD EXT,CHARLOTTE,NC,28215,Mecklenburg,janety.harrison@cms.k12.nc.us,,Child Care Center,(980) 343-6480,Yes
60003569,REID PARK,4108 WEST TYVOLA ROAD,CHARLOTTE,NC,28208,Mecklenburg,tracyl.thiery@cms.k12.nc.us,,Child Care Center,(980) 343-5035,No
60003870,RENAISSANCE WEST ASEP,3241 NEW RENAISSANCE WAY,CHARLOTTE,NC,28208,Mecklenburg,stephen.hall@cms.k12.nc.us,,Child Care Center,(980) 343-0049,No
60003910,RISE AND SHINE CHILD ENRICHMENT GROUP,4920 EAST WT HARRIS,CHARLOTTE,NC,28215,Mecklenburg,riseandshineCEG@gmail.com,,Child Care Center,(704) 239-7473,Yes
60004112,RISING STARS ACADEMY,3206 AMAY JAMES AVENUE,CHARLOTTE,NC,28208,Mecklenburg,risingstars17@yahoo.com,,Family Child Care Home,(980) 298-1838,No
60003082,RIVER GATE ELEMENTARY ASEP,15340 SMITH ROAD,CHARLOTTE,NC,28273,Mecklenburg,denise.ramsumair@cms.k12.nc.us,,Child Care Center,(980) 344-1000,Yes
60003084,RIVER OAKS ACADEMY ASEP,1015 MT HOLLY-HUNTERSVILLE ROA,CHARLOTTE,NC,28214,Mecklenburg,dosheiam.mitchell@cms.k12.nc.us,,Child Care Center,(980) 344-1024,Yes
60000964,ROBBIN'S LOVING DAY CARE HOME,2200 GRIMES STREET,CHARLOTTE,NC,28206,Mecklenburg,robbinblack339@gmail.com,,Family Child Care Home,(704) 977-5294,Yes
60002994,"S & E CHILD DEVELOPMENT CENTER, INC",11931 GLENHOPE LANE,CHARLOTTE,NC,28269,Mecklenburg,sechilddevelopmentcenter@yahoo.com,www.sechilddevelopment.com,Family Child Care Home,(704) 599-3738,Yes
60002705,SAFE HANDS LEARNING CENTER,6116 VERNEDALE ROAD,CHARLOTTE,NC,28212,Mecklenburg,firstladyavon@aol.com,,Child Care Center,(704) 531-8019,Yes
60003794,SELLARS STELLAR ACADEMY,13831 ALLISON FORREST TRAIL,CHARLOTTE,NC,28278,Mecklenburg,sellersstellaracademy@gmail.com,,Family Child Care Home,(919) 358-2020,No
6055644,SELWYN ASEP,2840 COLONY ROAD,CHARLOTTE,NC,28211,Mecklenburg,jacqueline.shepperd@cms.k12.nc.us,,Child Care Center,(980) 343-5835,Yes
6055469,SELWYN PRESBYTERIAN CHILD DEVELOPMENT CENTER,2929 SELWYN AVENUE,CHARLOTTE,NC,28209,Mecklenburg,bsharpe@selwynprescdc.com,,Child Care Center,(704) 375-5652,Yes
6059009,SHADY BROOK BAPTIST CHILD CARE CENTER,2940 BELMEADE DRIVE,CHARLOTTE,NC,28214,Mecklenburg,sbbcdaycare@gmail.com,,Child Care Center,(704) 394-3408,No
60004226,SHAMROCK GARDENS ELEMENTARY SCHOOL ASEP,3301 COUNTRY CLUB DRIVE,CHARLOTTE,NC,28205,Mecklenburg,stephen.hall@cms.k12.nc.us,,Child Care Center,(980) 343-6440,Yes
60003608,SHARON ACADEMY,5301 SHARON ROAD,CHARLOTTE,NC,28210,Mecklenburg,cdetemple@sharon-academy.com,,Child Care Center,(704) 364-1200,No
60004140,SHARON ACADEMY - WEDGEWOOD CAMPUS,4800 WEDGEWOOD DRIVE,CHARLOTTE,NC,28210,Mecklenburg,bcrutchfield@sharon-academy.com,,Child Care Center,(704) 364-1200,No
60002736,SHARON ELEMENTARY ASEP,4330 FOXCROFT ROAD,CHARLOTTE,NC,28211,Mecklenburg,chanten.bryant@cms.k12.nc.us,,Child Care Center,(980) 343-6725,Yes
60003579,SHELLEY ANNE ROBINSON IN HOME DAY CARE,14323 HARTWELL FARM DRIVE,CHARLOTTE,NC,28278,Mecklenburg,beantown42@hotmail.com,,Family Child Care Home,(980) 256-4429,No
60002218,"SKYERS CHILD DEVELOPMENT CENTER, LLC",7023 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,skyerscdc@bellsouth.net,,Child Care Center,(704) 395-3481,Yes
60004104,SMART KIDS CHILD DEVELOPMENT CENTER #1,225 LAMBETH DRIVE,CHARLOTTE,NC,28213,Mecklenburg,Latoya@smartkidscdc.com,,Child Care Center,(704) 596-4946,No
60004097,SMART KIDS CHILD DEVELOPMENT CENTER #11,14115 LANCASTER HIGHWAY,CHARLOTTE,NC,28277,Mecklenburg,latoya@smartkidscdc.com,,Child Care Center,(704) 540-2250,Yes
60004103,SMART KIDS CHILD DEVELOPMENT CENTER #2,210 LAMBETH ROAD,CHARLOTTE,NC,28213,Mecklenburg,Latoya@smartkidscdc.com,,Child Care Center,(704) 596-4946,Yes
60004089,SMART KIDS CHILD DEVELOPMENT CENTER #3,6215 E WT HARRIS BOULEVARD,CHARLOTTE,NC,28215,Mecklenburg,latoya@smartkidscdc.com,,Child Care Center,(704) 568-0450,Yes
60004093,SMART KIDS CHILD DEVELOPMENT CENTER #8,7008-7 E WT HARRIS BOULEVARD,CHARLOTTE,NC,28215,Mecklenburg,latoya@smartkidscdc.com,,Child Care Center,(704) 568-7817,Yes
60004095,SMART KIDS CHILD DEVELOPMENT CENTER #9,13210 SOUTH POINT BOULEVARD,CHARLOTTE,NC,28273,Mecklenburg,latoya@smartkidscdc.com,,Child Care Center,(980) 236-8378,Yes
60004195,SMART KIDS STREAM ACADEMY,8823 ALBEMARLE ROAD,CHARLOTTE,NC,28227,Mecklenburg,lrcruz4950@yahoo.com,,Child Care Center,(704) 651-6898,No
60004137,SMARTY PANTS FULL DAY PRESCHOOL,1238 EAST 10TH STREET,CHARLOTTE,NC,28204,Mecklenburg,nyeshalong@yahoo.com,,Child Care Center,(704) 763-7388,Yes
60003336,SMARTY PANTS FULL DAY PRESCHOOL,1411 EAST 7TH STREET,CHARLOTTE,NC,28204,Mecklenburg,nyeshalong@yahoo.com,,Child Care Center,(704) 451-8087,Yes
60000378,SMITHFIELD CHURCH ROAD ELEMENTARY ASEP,3200 SMITHFIELD CHURCH ROAD,CHARLOTTE,NC,28210,Mecklenburg,nyasian.johnson@cms.k12.nc.us,,Child Care Center,(980) 343-6550,Yes
60004153,SOUTH ACADEMY OF INTERNATIONAL LANGUAGES ASEP,8300 NATIONS FORD ROAD,CHARLOTTE,NC,28217,Mecklenburg,stephen.hall@cms.k12.nc.us,,Child Care Center,(980) 343-5854,No
60004030,SOZO ACADEMY,10117 SPRING PARK DRIVE,CHARLOTTE,NC,28269,Mecklenburg,jocelynmeggett@gmail.com,,Family Child Care Home,(704) 654-7838,No
60003768,SPECTRUM KIDS,12122 RED HICKORY LANE,CHARLOTTE,NC,28273,Mecklenburg,spectrumkidsshine@gmail.com,,Family Child Care Home,(704) 941-9124,Yes
60003967,SPOILED ROTTEN SCHOLARS,6416 OLD SUGAR CREEK ROAD,CHARLOTTE,NC,28269,Mecklenburg,spoiledrottenscholars@gmail.com,,Child Care Center,(980) 207-0664,No
60003827,SPOILED ROTTEN SCHOLARS LLC,2740 DR CARVER ROAD,CHARLOTTE,NC,28208,Mecklenburg,tewyche@yahoo.com,,Child Care Center,(980) 949-6643,Yes
60003619,ST. JOHN'S BAPTIST CHURCH WEEKDAY SCHOOL,300 HAWTHORNE LANE,CHARLOTTE,NC,28204,Mecklenburg,weekdayschool@sjcharlotte.org,,Child Care Center,(704) 333-5428,No
6052334,ST. MARKS CHILD DEVELOPMENT CENTER,917 CLANTON ROAD,CHARLOTTE,NC,28217,Mecklenburg,director@stmarkscdc.org,,Child Care Center,(704) 527-5433,Yes
6055669,STEELE CREEK A.S.E.P.,4100 GALLANT LN,CHARLOTTE,NC,28273,Mecklenburg,ann.pierce@cms.k12.nc.us,,Child Care Center,(980) 343-3810,Yes
60003071,STEP BY STEP IN HOME DAYCARE,220 HUNSLET CIRCLE,CHARLOTTE,NC,28206,Mecklenburg,homedaycarestepbystep@yahoo.com,,Family Child Care Home,(980) 498-5629,Yes
60002842,STEPHANIE'S SHELTERING ARMS DAYCARE INC.,7724 PENCE POND LANE,CHARLOTTE,NC,28227,Mecklenburg,ssadaycare@yahoo.com,,Child Care Center,(704) 900-2967,Yes
60003467,STERLING ELEMENTARY,9701 CHINA GROVE CHURCH ROAD,CHARLOTTE,NC,28134,Mecklenburg,tracyl.theiry@cms.k12.nc.us,,Child Care Center,(980) 343-3636,No
60003081,STONEY CREEK ELEMENTARY ASEP,14015 MALLARD ROOST ROAD,CHARLOTTE,NC,28262,Mecklenburg,christophert.hicks@cms.k12.nc.us,,Child Care Center,(980) 344-1030,Yes
60002983,STRATFORD RICHARDSON YMCA,1946 WEST BLVD,CHARLOTTE,NC,28208,Mecklenburg,veronie.gamble@ymcacharlotte.org,,Child Care Center,(704) 716-4800,Yes
60003454,SUNNY KIDS ACADEMY,1701 BRAY DRIVE,CHARLOTTE,NC,28214,Mecklenburg,sunnykidsacademy@gmail.com,,Family Child Care Home,(704) 395-8579,Yes
60004190,SUNSET DAYCARE,3416 VALERIE DR,CHARLOTTE,NC,28216,Mecklenburg,sunsetdaycareclt@gmail.com,,Family Child Care Home,(980) 312-2191,No
60002691,SUNSHINE DAYCARE AND PRESCHOOL,3801 GLENWOOD DRIVE,CHARLOTTE,NC,28208,Mecklenburg,netta115@aol.com,,Child Care Center,(704) 392-1844,Yes
60000563,SUNSHINE DAYCARE AND PRESCHOOL,900 SEPTEMBER LANE,CHARLOTTE,NC,28208,Mecklenburg,Sunshinekidz1@att.net,,Child Care Center,(980) 938-6944,Yes
60000936,SUPERLATIVE CHILD CARE,3339 BARFIELD DR,CHARLOTTE,NC,28217,Mecklenburg,supercc@bellsouth.net,,Family Child Care Home,(704) 332-9878,Yes
60003621,SUSY'S LEARNING CENTER II,9119 CLANCY PLACE,CHARLOTTE,NC,28227,Mecklenburg,monica.mcjo@gmail.com,,Family Child Care Home,(704) 970-6884,No
60004029,TABERNACLE ENRICHMENT PROGRAM,9719 E WT HARRIS BLVD,CHARLOTTE,NC,28227,Mecklenburg,info@thetpwc.org,,Child Care Center,(704) 568-0934,No
60003364,TARA'S LEARN & PLAY HOUSE,317 PEACHTREE ROAD,CHARLOTTE,NC,28216,Mecklenburg,tlphouse123@gmail.com,,Family Child Care Home,(347) 439-5339,Yes
60001548,TAYLOR'S HOME DAY CARE,6214 MAYRIDGE DR,CHARLOTTE,NC,28215,Mecklenburg,Taylorshomedaycare@gmail.com,,Child Care Center,(704) 567-4330,Yes
60002731,TAYLOR'S PLAYHOUSE,2812 YADKIN AVE,CHARLOTTE,NC,28205,Mecklenburg,dmassey44102@gmail.com,,Family Child Care Home,(704) 376-9187,Yes
60004045,TEACHER'S PETS,406 SILVERSMITH LANE,CHARLOTTE,NC,28270,Mecklenburg,sherriwellman406@gmail.com,,Family Child Care Home,(704) 846-4930,No
60003213,TEGGE'S LEARNING CHRISTIAN ENRICHMENT CENTER,2214 N SHARON AMITY ROAD,CHARLOTTE,NC,28205,Mecklenburg,ehough326@yahoo.com,,Child Care Center,(704) 535-4847,Yes
60001230,TENDER HEARTS CHILD CARE INC.,2301 N SHARON AMITY RD,CHARLOTTE,NC,28205,Mecklenburg,ten7der@yahoo.com,,Child Care Center,(704) 568-2010,Yes
60004033,TENDER LOVE & CARE CHILD DEVELOPMENT CENTER,2701 ASHLEY RD,CHARLOTTE,NC,28208,Mecklenburg,tlccdc123@gmail.com,,Child Care Center,(980) 298-6677,Yes
6005651,TEXANN LIGHTNER SMALL DAY CARE HOME,321 COOPER DRIVE,CHARLOTTE,NC,28210,Mecklenburg,tlightner2@carolina.rr.com,,Family Child Care Home,(704) 527-6090,No
60003874,THE BUTTERFLY GARDEN CHILD DEVELOPMENT CENTER,6610 WARE ROAD,CHARLOTTE,NC,28212,Mecklenburg,thebutterflygardencdc@gmail.com,,Child Care Center,(704) 531-1116,Yes
60003487,THE CENTER FOR CHILDREN COTTAGE,2121 BELVEDERE AVENUE,CHARLOTTE,NC,28205,Mecklenburg,centerforchildren2010@yahoo.com,,Child Care Center,(980) 819-8100,No
60000879,THE EARLY LEARNING CENTER,4304 S TRYON,CHARLOTTE,NC,28217,Mecklenburg,pawp58@gmail.com,,Child Care Center,(704) 529-5397,Yes
60003867,THE GODDARD SCHOOL AT MALLARD CREEK,2545 GALLOWAY ROAD,CHARLOTTE,NC,28262,Mecklenburg,charlottenc3@goddardschools.com,www.goddardschool.com,Child Care Center,(980) 337-4888,Yes
60001638,THE JEWISH PRESCHOOL ON SARDIS,6619 SARDIS ROAD,CHARLOTTE,NC,28270,Mecklenburg,devorah@jpskids.org,,Child Care Center,(704) 364-8395,Yes
60003775,THE LEARNING COLLABORATIVE,3241 SAM DRENAN ROAD,CHARLOTTE,NC,28205,Mecklenburg,ecarson@tlccharlotte.org,,Child Care Center,(704) 377-8076,No
60004126,THE LEARNING EXPERIENCE,8208 MT HOLLY HUNTERSVILLE RD,CHARLOTTE,NC,28216,Mecklenburg,mthollyhuntersville@tlecorp.com,,Child Care Center,(980) 299-1811,No
60003092,THE LEARNING EXPERIENCE,3937 WEST ARROWOOD ROAD,CHARLOTTE,NC,28273,Mecklenburg,charlotte@tlecorp.com,www.thelearningexperience.com,Child Care Center,(704) 588-4504,Yes
60003198,THE LEARNING EXPERIENCE,11625 PROVIDENCE ROAD WEST,CHARLOTTE,NC,28277,Mecklenburg,charlotte2@tlecorp.com,www.TheLearningExperience.com,Child Care Center,(704) 752-5200,Yes
60003786,THE LEARNING TREE ACADEMY.,5500 STARKWOOD DRIVE,CHARLOTTE,NC,28212,Mecklenburg,info@tlt-academy.com,,Child Care Center,(704) 563-8475,Yes
60004160,THE LIL' RAZCALS,4101 W TYVOLA ROAD,CHARLOTTE,NC,28208,Mecklenburg,LILRAZCALS@YAHOO.COM,,Child Care Center,(980) 281-2906,No
60000968,THE MCCROREY YMCA CHILD CARE,3801 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,diamonique.forest@ymcacharlotte.org,,Child Care Center,(704) 716-6519,Yes
60002973,THE NEIGHBORHOOD HOME NURSERY AND DAYCARE SERVICES,5227 KODIAK COURT,CHARLOTTE,NC,28215,Mecklenburg,deneenprice@bellsouth.net,,Family Child Care Home,(704) 597-5874,No
60003199,THE NEST AT CHARLOTTE LATIN SCHOOL,9502 PROVIDENCE ROAD,CHARLOTTE,NC,28277,Mecklenburg,anne.fisher@charlottelatin.org,,Child Care Center,(704) 846-7270,No
60002298,THE SUNSHINE HOUSE,15644 DONNINGTON DRIVE,CHARLOTTE,NC,28277,Mecklenburg,center113@sshouse.com,,Child Care Center,(704) 752-1859,Yes
60002299,THE SUNSHINE HOUSE,7532 LITTLE AVENUE,CHARLOTTE,NC,28226,Mecklenburg,center115@sshouse.com,,Child Care Center,(704) 541-7837,Yes
60001229,THE SUNSHINE HOUSE,8709 DAVIS LAKE PKWY,CHARLOTTE,NC,28269,Mecklenburg,center45@sshouse.com,,Child Care Center,(704) 599-9225,Yes
60002957,THE VILLAGE AT LEAFSPRING SCHOOL,9829 PROVIDENCE ROAD WEST,CHARLOTTE,NC,28277,Mecklenburg,sproctor@leafsrpingcharlotte.com,www.rainbowstation.org,Child Care Center,(704) 909-4525,No
60004034,THE VILLAGE CHILD DEVELOPMENT CENTER,1109 TENNYSON DRIVE,CHARLOTTE,NC,28208,Mecklenburg,thevillageccdc@gmail.com,,Family Child Care Home,(980) 309-6884,No
60003963,"THE WILLOW OAKS ACADEMY, LLC",5432 BEATTIES FORD RD,CHARLOTTE,NC,28216,Mecklenburg,contactoliviascott@gmail.com,,Child Care Center,(980) 225-7030,No
60003500,THEY ARE PRECIOUS IN HIS SIGHT,15225 MARVIN ROAD,CHARLOTTE,NC,28277,Mecklenburg,missyandfamily@yahoo.com,,Child Care Center,(704) 299-5593,No
60003027,THOMPSON CHILD DEVELOPMENT CENTER,1645 CLANTON ROAD,CHARLOTTE,NC,28208,Mecklenburg,gellerbee@thompsoncff.org,www.thompsoncff.org,Child Care Center,(704) 333-5382,Yes
60001646,TIAES AND JOSHUA'S CHRISTIAN PLAYSCHOOL,9827 VERONICA DR,CHARLOTTE,NC,28215,Mecklenburg,rhamonda64@yahoo.com,,Child Care Center,(704) 566-9242,Yes
60001730,TINY TREASURES CHILD DEVELOPMENT CENTER,1136 LITTLE ROCK RD,CHARLOTTE,NC,28214,Mecklenburg,tinytreasurescdc@charlotte.twcbc.com,,Child Care Center,(704) 398-3103,Yes
60000196,TODDLERS UNIVERSITY,7231 FOX HUNT ROAD,CHARLOTTE,NC,28212,Mecklenburg,holysalt@yahoo.com,,Child Care Center,(828) 216-5661,Yes
60001062,TODDLETOWN KIDZ INC.,7328 MOSSBOROUGH CT,CHARLOTTE,NC,28227,Mecklenburg,mariebrown93@gmail.com,,Child Care Center,(704) 777-8671,Yes
60001744,TOTS WORLD,4432 GAYNELLE DR,CHARLOTTE,NC,28215,Mecklenburg,abctotsworld@aol.com,,Child Care Center,(704) 408-6585,Yes
60004173,TOUCHED BY AN ANGEL FAMILY CHILDCARE,6321 ROCKSHIRE DRIVE,CHARLOTTE,NC,28227,Mecklenburg,touchedbyanangelfcc@yahoo.com,,Family Child Care Home,(980) 213-5075,No
60002784,TUTOR TIME CHILD CARE/LEARNING CENTER,1720 J N PEASE PLACE,CHARLOTTE,NC,28262,Mecklenburg,6045@tutortime.com,,Child Care Center,(704) 717-7511,Yes
60003274,TUTOR TIME STEELE CREEK,13526 ERWIN ROAD,CHARLOTTE,NC,28273,Mecklenburg,hevans@tutortime.com,,Child Care Center,(704) 504-9942,No
60003306,U R SUCCESS,2324 ROZZELLES FERRY ROAD,CHARLOTTE,NC,28208,Mecklenburg,michelemoore90@gmail.com,,Family Child Care Home,(704) 819-2857,Yes
60002455,UNIQUE KIDZ,4711 FOX THORNE DRIVE,CHARLOTTE,NC,28216,Mecklenburg,unique.kidz@yahoo.com,,Family Child Care Home,(704) 724-0376,Yes
