License,ADDRESS,LATITUDE,LONGITUDE,Name,Street,City,State,Zip,Country,Email,Website,Type,Phone,subsidized,ImageFile
60001494,"2300, Eastway Drive, Windsor Park, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.226015,-80.776922,FAIRYLAND ACADEMY,2300 EASTWAY DRIVE,CHARLOTTE,NC,28205,Mecklenburg,fairylandacademy@yahoo.com,,Child Care Center,(704) 536-4006,Yes,/static/images/car-care.jpg
60002628,"2415, Eastway Drive, Windsor Park, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.22430297,-80.77788424,"FAIRYLAND INSTITUTE OF EARLY LEARNING, INC. AFTERS",2415 EASTWAY DRIVE,CHARLOTTE,NC,28205,Mecklenburg,fairylandiel@yahoo.com,,Child Care Center,(704) 563-5656,Yes,/static/images/car-care.jpg
60002629,"2423, Eastway Drive, Windsor Park, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.22421784,-80.77794353,"FAIRYLAND INSTITUTE OF EARLY LEARNING, INC. PRESCH",2423 EASTWAY DRIVE,CHARLOTTE,NC,28205,Mecklenburg,fairylandiel@yahoo.com,,Child Care Center,(704) 563-5656,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60004171,"2835, West Sugar Creek Road, Derita, Charlotte, Mecklenburg County, North Carolina, 28262, United States",35.30099203,-80.8021733,FIRST GRACE ACADEMY,2835 W SUGAR CREEK ROAD,CHARLOTTE,NC,28262,Mecklenburg,saintfleurfranco@bellsouth.net,,Child Care Center,(980) 406-3858,No,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
60001762,"200, West Trade Street, Uptown, Charlotte, Mecklenburg County, North Carolina, 28202, United States",35.228277,-80.844194,FIRST PRESBYTERIAN CHURCH SCHOOLS,200 W TRADE ST,CHARLOTTE,NC,28202,Mecklenburg,kdeal@firstpres-charlotte.org,,Child Care Center,(704) 376-8302,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60001739,"2801, Royal Ridge Lane, Idelwile Brooke, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.183905,-80.741271,FIRST PRIORITIES HOME DAY CARE,2801 ROYAL RIDGE LN,CHARLOTTE,NC,28212,Mecklenburg,tranicole@hotmail.com,,Child Care Center,(704) 532-5192,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60003956,"3426, Central Avenue, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.21609845,-80.78686585,FIRST STOP DAYCARE,3426 CENTRAL AVENUE,CHARLOTTE,NC,28205,Mecklenburg,firststopdaycare@gmail.com,,Child Care Center,(704) 347-0036,No,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
60004211,"517, Derrydowne Drive, Fairfax Woods, Hidden Valley, Charlotte, Mecklenburg County, North Carolina, 28213, United States",35.27252479,-80.77411007,FIRST STOP DAYCARE #3,517 DERRYDOWNE DRIVE,CHARLOTTE,NC,28213,Mecklenburg,firststopdaycare3@gmail.com,,Family Child Care Home,(980) 299-3640,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
6050428,"501, North Tryon Street, Uptown, Charlotte, Mecklenburg County, North Carolina, 28202, United States",35.230389,-80.838686,FIRST UNITED METHODIST CHILD DEVELOPMENT CENTER,501 N TRYON STREET,CHARLOTTE,NC,28202,Mecklenburg,jpfumcdc@aol.com,www.firstcharlottecdc.org,Child Care Center,(704) 333-4882,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
60000885,"715, North Caldwell Street, First Ward, Uptown, Charlotte, Mecklenburg County, North Carolina, 28202, United States",35.2284064,-80.83256206,FIRST WARD ASEP,715 NORTH CALDWELL STREET,CHARLOTTE,NC,28202,Mecklenburg,yolanda.wilson@cms.k12.nc.us,,Child Care Center,(980) 343-5485,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60001347,"600, East 7th Street, First Ward, Uptown, Charlotte, Mecklenburg County, North Carolina, 28202, United States",35.225096,-80.834726,FIRST WARD CHILD DEVELOPMENT CENTER,600 EAST 7TH ST,CHARLOTTE,NC,28202,Mecklenburg,etoliver@fwcdc.org,www.fwcdc.org,Child Care Center,(704) 379-7924,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
60003899,"6336, Old Meadow Road, Apple Gate, Timber Creek, Charlotte, Mecklenburg County, North Carolina, 28227, United States",35.205421,-80.68593,FOOTPRINTS LEARN N PLAY,6336 OLD MEADOW RD,CHARLOTTE,NC,28227,Mecklenburg,footprintsnb@mail.com,,Family Child Care Home,(704) 345-1326,No,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
60001632,"1308, Beatties Ford Road, Washington Heights, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.25515455,-80.85574363,FRAN'S KIDS AFTER SCHOOL,1308 BEATTIES FORD RD,CHARLOTTE,NC,28216,Mecklenburg,fransbusiness1320@yahoo.com,,Child Care Center,(704) 372-7850,Yes,/static/images/baby-1317604_640.jpg
60002799,"2600, West Trade Street, Biddleville, Oakview Terrace, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.250624,-80.866265,FRAN'S KIDS BOYS & GIRLS CLUB,2600 WEST TRADE STREET,CHARLOTTE,NC,28208,Mecklenburg,FranWitherspoon1@yahoo.com,,Child Care Center,(704) 714-4840,Yes,/static/images/baby-1317604_640.jpg
60000891,"1324, Beatties Ford Road, Washington Heights, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.25530965,-80.8557229,FRAN'S KIDS DAY CARE #3,1324 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,fransbusiness1320@yahoo.com,,Child Care Center,(704) 376-2655,Yes,/static/images/car-care.jpg
60000924,"3509, Spring Terrace Lane, Tanglewood, Derita, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.28737165,-80.82293871,FULFILLING DREAMS CHILD CARE HOME,3509 SPRING TERRACE LANE,CHARLOTTE,NC,28269,Mecklenburg,ffdcc@bellsouth.net,,Child Care Center,(704) 597-9741,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60004145,"2025, Bentley Place, Plaza Shamrock, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.22566922,-80.77817428,FUTURE GENERATION LEARNING CENTER II,2025 BENTLEY PLACE,CHARLOTTE,NC,28205,Mecklenburg,ymungo@fglc.us,,Child Care Center,(704) 532-3554,Yes,/static/images/felipe-ferreira-XJhQqIqSwFg-unsplash.jpg
60003551,"4020, Rozzelles Ferry Road, Hoskins, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.26412523,-80.88273456,"G'S LITTLE ONES DAY CARE,INC.",4020 ROZZELLES FERRY ROAD,CHARLOTTE,NC,28208,Mecklenburg,nunchia704@gmail.com,,Family Child Care Home,(704) 345-3725,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60002685,"3200, McKee Road, Charlotte, Mecklenburg County, North Carolina, 28270, United States",35.07765995,-80.74152733,GATEWAY ACADEMY - MCKEE,3200 MCKEE ROAD,CHARLOTTE,NC,28270,Mecklenburg,director.mckee@gatewayacademy.com,,Child Care Center,(704) 847-0046,Yes,/static/images/felipe-ferreira-XJhQqIqSwFg-unsplash.jpg
60003648,"Simmons YMCA, 6824, Democracy Drive, Easthaven, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.1988576,-80.73203587,GEORGE E. SIMMONS YMCA,6824 DEMOCRACY DRIVE,CHARLOTTE,NC,28212,Mecklenburg,sandra.mcphaul@ymcacharlotte.org,,Child Care Center,(704) 716-6600,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
60000898,"5705, Silver Eagle Drive, Woodford Green, Town Park, Charlotte, Mecklenburg County, North Carolina, 28214, United States",35.26978544,-80.92544945,GINA'S LEARN-N-PLAY HOME DAY CARE,5705 SILVER EAGLE DR,CHARLOTTE,NC,28214,Mecklenburg,aletheasinclair@att.net,,Family Child Care Home,(704) 391-3012,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60003927,"2819, Sloan Drive, Lewis, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.2457126,-80.92080628,GLEATON'S LEARNING IMMERSION ACADEMIC CENTER,2819 SLOAN DRIVE,CHARLOTTE,NC,28208,Mecklenburg,ppgleaton@aol.com,,Family Child Care Home,(704) 905-0002,No,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
60002423,"5903, Lawnmeadow Drive, Bahama Park, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.31783147,-80.85626115,GOD'S ANNOINTED ONES,5903 LAWNMEADOW DRIVE,CHARLOTTE,NC,28216,Mecklenburg,lsmalls1@nbox.com,,Family Child Care Home,(704) 910-1155,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60004125,"8634, Redding Glen Avenue, McIntyre, Northlake, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.33924328,-80.86209601,GOD'S BLESSINGS IN-HOME CARE,8634 REDDING GLEN AVENUE,CHARLOTTE,NC,28216,Mecklenburg,godsblessingschildcare@yahoo.com,,Family Child Care Home,(704) 713-4794,No,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60002378,"3656, Beatties Ford Road, Garden Park, Northwood, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.28399325,-80.85768197,GOD'S CREATION CHILD DEVELOPMENT,3656 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,laginam22@yahoo.com,,Child Care Center,(704) 394-4223,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
60003844,"2631, Lucena Street, Atando Junction, Lockwood, Charlotte, Mecklenburg County, North Carolina, 28206, United States",35.255251,-80.82599011,GOD'S CREATION SCHOLAR ACADEMY,2631 LUCENA STREET,CHARLOTTE,NC,28206,Mecklenburg,godscreationnc@gmail.com,,Child Care Center,(704) 277-3538,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60002556,"3325, Donovan Place, Shannon Park, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.24085167,-80.76333504,"GOD'S LIL CREATIONS, LLC",3325 DONOVAN PLACE,CHARLOTTE,NC,28215,Mecklenburg,victoriamcbrayer41@yahoo.com,,Child Care Center,(704) 907-4076,Yes,/static/images/baby-1317604_640.jpg
60001440,"John Motley Morehead STEM Academy, 7810, Neal Road, University City, Charlotte, Mecklenburg County, North Carolina, 28262, United States",35.2967648,-80.7754779,GOVERNORS' VILLAGE ASEP,7810 NEAL RD,CHARLOTTE,NC,28262,Mecklenburg,carolynd.johnson@cms.k12.nc.us,,Child Care Center,(980) 343-5775,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60003466,"Nathaniel Alexander Elementary, 7910, Neal Road, University City, Charlotte, Mecklenburg County, North Carolina, 28262, United States",35.2978669,-80.77431919,GOVERNORS' VILLAGE STEM ACADEMY,7910 NEAL ROAD,CHARLOTTE,NC,28262,Mecklenburg,tracyl.thiery@cms.k12.nc.us,,Child Care Center,(980) 343-5268,No,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60001907,"7000, Providence Road, Charlotte, Mecklenburg County, North Carolina, 28226, United States",35.113118,-80.778682,GRACE CHILD CARE CENTER,7000 PROVIDENCE ROAD,CHARLOTTE,NC,28226,Mecklenburg,lambs@grace-charlotte.org,www.grace-charlotte.org,Child Care Center,(704) 365-3870,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
6055026,"2425, Morton Street, Camp Greene, Revolution Park, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.22674745,-80.88048984,GRAHAM'S DAY CARE CENTER,2425 MORTON STREET,CHARLOTTE,NC,28208,Mecklenburg,sgraham0323@gmail.com,,Child Care Center,(704) 394-6954,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60003669,"8726, Eaglewind Drive, Sharon Forest, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.17483903,-80.73114794,GRANDMA'S ANGELS,8726 EAGLEWIND DRIVE,CHARLOTTE,NC,28212,Mecklenburg,kingpat13202@yahoo.com,,Family Child Care Home,(704) 222-5424,Yes,/static/images/car-care.jpg
6005503,"4535, Munsee Street, Virginia Manor, Sugar Creek, Charlotte, Mecklenburg County, North Carolina, 28213, United States",35.26878436,-80.79072306,GRAVES HOME CHILD CARE,4535 MUNSEE STREET,CHARLOTTE,NC,28213,Mecklenburg,aganuska02@yahoo.com,,Family Child Care Home,(704) 502-7272,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60003177,"Merry Oaks International Academy, 3508, Draper Avenue, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.21837225,-80.78296404,GREATER ENRICHMENT MERRY OAKS AFTERSCHOOL PROGRAM,3508 DRAPER AVENUE,CHARLOTTE,NC,28205,Mecklenburg,bglovergep@yahoo.com,,Child Care Center,(704) 334-8518,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
60000800,"8301, Monroe Road, Crown Point, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.15627282,-80.74851802,GREENWAY PARK ASEP,8301 MONROE RD,CHARLOTTE,NC,28212,Mecklenburg,deboraw.franklin@cms.k12.nc.us,,Child Care Center,(980) 343-5060,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60000205,"7701, Briardale Drive, Sharon Forest, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.17099397,-80.74294065,"HAPPY HEARTS CHILD CARE, INC.",7701 BRIARDALE DRIVE,CHARLOTTE,NC,28212,Mecklenburg,happyhearts1@msn.com,,Child Care Center,(704) 568-9080,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60003891,"6141, Statesville Road, Trexler Acres, Nevin, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.30379053,-80.83992789,HARRIS LEARNING ACADEMY,6141 STATESVILLE ROAD,CHARLOTTE,NC,28269,Mecklenburg,harrislearningacademy99@gmail.com,,Child Care Center,(704) 921-1153,Yes,/static/images/felipe-ferreira-XJhQqIqSwFg-unsplash.jpg
60001572,"Hawk Ridge Elementary, 9201, Bryant Farms Road, Charlotte, Mecklenburg County, North Carolina, 28277, United States",35.04353805,-80.82507285,HAWK RIDGE ELEMENTARY ASEP,9201 BRYANT FARMS ROAD,CHARLOTTE,NC,28277,Mecklenburg,kimberly.adkins@cms.k12.nc.us,,Child Care Center,(980) 343-5927,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60003363,"2606, The Plaza, Plaza Hills, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.23558361,-80.80392476,"HEAVEN'S ANGELS CHILD CARE CENTER, INC.",2606 THE PLAZA,CHARLOTTE,NC,28205,Mecklenburg,zlpratt1@gmail.com,,Child Care Center,(704) 332-7920,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
6055624,"6300, Highland Avenue, Hickory Grove, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.22749105,-80.71996027,HICKORY GROVE AFTER SCHOOL ENRICHMENT PROGRAM,6300 HIGHLAND AVE,CHARLOTTE,NC,28215,Mecklenburg,tiffanym.davis@cms.K12.nc.us,,Child Care Center,(980) 343-6464,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
6055596,"6050, Hickory Grove Road, Hickory Grove, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.22261362,-80.72603771,HICKORY GROVE BAPTIST WEEKDAY MINISTRIES,6050 HICKORY GROVE ROAD,CHARLOTTE,NC,28215,Mecklenburg,teresaholsonback@hgbc.org,,Child Care Center,(704) 531-4059,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
60002729,"Highland Creek Elementary School, 7242, Highland Creek Parkway, Highland Creek, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.37814295,-80.76341324,HIGHLAND CREEK ELEMENTARY ASEP,7242 HIGHLAND CREEK PARKWAY,CHARLOTTE,NC,28269,Mecklenburg,mae.bennett@cms.k12.nc.us,,Child Care Center,(980) 343-1065,Yes,/static/images/car-care.jpg
60002026,"Highland Mill Montessori, 3201, Clemson Avenue, NoDa, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.2432209,-80.80439459,HIGHLAND MILL MONTESSORI ELEMENTARY ASEP,3201 CLEMSON AVENUE,CHARLOTTE,NC,28205,Mecklenburg,rhonda.beatty@cms.k12.nc.us,,Child Care Center,(980) 343-5525,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
60003559,"125, West Craighead Road, Sugar Creek, Charlotte, Mecklenburg County, North Carolina, 28206, United States",35.25673569,-80.80188315,HIGHLAND RENAISSANCE ACADEMY,125 WEST CRAIGHEAD ROAD,CHARLOTTE,NC,28206,Mecklenburg,tracyl.thiery@cms.k12.nc.us,,Child Care Center,(980) 343-5511,No,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60000411,"6319, Cove Creek Drive, Hampshire Hills, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.25520287,-80.75471318,HILL'S LITTLE ANGELS DAY CARE,6319 COVE CREEK DRIVE,CHARLOTTE,NC,28215,Mecklenburg,bregeniahill@yahoo.com,,Child Care Center,(704) 563-0492,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
60000374,"7230, Spring Morning Lane, Morris Farms, Spicewood Acres, Charlotte, Mecklenburg County, North Carolina, 28227, United States",35.18472415,-80.69206565,HOME TOUCH CHILD CARE,7230 SPRING MORNING LANE,CHARLOTTE,NC,28227,Mecklenburg,debipowell@hotmail.com,,Child Care Center,(704) 905-6384,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
6055750,"Hornets Nest Elementary School, 6700, Beatties Ford Road, Bahama Park, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.3246834,-80.86554335,HORNETS NEST AFTER SCHOOL ENRICHMENT PROGRAM,6700 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,Mecklenburg,bobbie.loving@cms.k12.nc.us,,Child Care Center,(980) 343-6110,Yes,/static/images/car-care.jpg
60004164,"Achievement Lane, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.2078685,-80.9197605,HOWARD LEVINE CHILD DEVELOPMENT CENTER,3303 ACHIEVEMENT LANE,CHARLOTTE,NC,28208,Mecklenburg,REDIXON@DIXONACADEMY.COM,,Child Care Center,(704) 627-8428,No,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
6055691,"2825, Seymour Drive, Pinecrest, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.217551,-80.907649,HOWELLS PLAYSKOOL INC,2825 SEYMOUR DRIVE,CHARLOTTE,NC,28208,Mecklenburg,sistersheshe@yahoo.com,,Child Care Center,(704) 817-7452,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60002665,"5721, Tuckaseegee Road, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.24457151,-80.92020981,HUMPTY DUMPTY ACADEMY I,5721 TUCKASEEGEE ROAD,CHARLOTTE,NC,28208,Mecklenburg,humptydumpty1@bellsouth.net,,Child Care Center,(704) 394-8095,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
60002666,"2917, Sloan Drive, Lewis, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.24435955,-80.92098662,HUMPTY DUMPTY ACADEMY II,2917 SLOAN DRIVE,CHARLOTTE,NC,28208,Mecklenburg,humptydumpty1@bellsouth.net,,Child Care Center,(704) 394-8095,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60004218,"8209, Pozzi Road, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.32845013,-80.8504525,ICARE CHILDCARE,8209 POZZI ROAD,CHARLOTTE,NC,28216,Mecklenburg,Shareka037@gmail.com,,Family Child Care Home,(980) 408-1025,No,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
6055673,"7101, Idlewild Road, Statewood, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.18635767,-80.74459891,IDLEWILD AFTER SCHOOL ENRICHMENT PROGRAM,7101 IDLEWILD ROAD,CHARLOTTE,NC,28212,Mecklenburg,Holly.Adderton@cms.k12.nc.us,,Child Care Center,(980) 343-6411,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60004158,"5112, Speyside Court, Citiside, Green Meadows, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.25147995,-80.76905225,IN-HOME AFTER SCHOOL CARE,5112 SPEYSIDE COURT,CHARLOTTE,NC,28215,Mecklenburg,dcrowe2@bellsouth.net,,Family Child Care Home,(980) 237-6831,No,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
60003273,"5918, Twin Brook Drive, Graceshire, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.3145331,-80.82647833,INSPIRED MINDS DAYCARE,5918 TWIN BROOK DRIVE,CHARLOTTE,NC,28269,Mecklenburg,kongit1012@yahoo.com,,Family Child Care Home,(704) 249-3867,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60000735,"Irwin Avenue Elementary School, 329, North Irwin Avenue, Fourth Ward, Uptown, Charlotte, Mecklenburg County, North Carolina, 28202, United States",35.23774995,-80.85045996,IRWIN ACADEMIC CENTER AFTER SCHOOL ENRICHMENT PROG,329 N IRWIN AVE,CHARLOTTE,NC,28202,Mecklenburg,montangim.blount@cms.k12.nc.us,,Child Care Center,(980) 343-5480,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60003883,"4721, Farm Pond Lane, Four Seasons, Charlotte, Mecklenburg County, North Carolina, 28212, United States",35.21494786,-80.73492253,IT TAKES A VILLAGE CHILD AND YOUTH DEVELOPMENT CEN,4721 FARM POND LANE,CHARLOTTE,NC,28212,Mecklenburg,ittakesavillagecydc@gmail.com,,Family Child Care Home,(704) 804-4768,No,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60003960,"John Russell Road, Charlotte, Mecklenburg County, North Carolina, 28213, United States",35.287227,-80.710924,IT TAKES A VILLAGE CHILD CARE CENTER,9540 JOHN RUSSELL ROAD,CHARLOTTE,NC,28215,Mecklenburg,mustardvillage@aim.com,,Family Child Care Home,(980) 348-5409,No,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
60000407,"7520, Harrisburg Road, Orchard Park, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.21774567,-80.68650419,J.H. GUNN ASEP,7520 HARRISBURG ROAD,CHARLOTTE,NC,28215,Mecklenburg,cyntavia.bryant@cms.k12.nc.us,,Child Care Center,(980) 343-6477,Yes,/static/images/felipe-ferreira-XJhQqIqSwFg-unsplash.jpg
60001054,"3801, McMillan Street, Howie Acres, Plaza Shamrock, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.244929,-80.790056,JACQUELINE'S HOME DAY CARE,3801 MCMILLAN ST,CHARLOTTE,NC,28205,Mecklenburg,jloweryfam@aol.com,,Family Child Care Home,(704) 430-0283,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60001026,"7300, Cormwell Lane, Yorkwood, Charlotte, Mecklenburg County, North Carolina, 28217, United States",35.150981,-80.920062,JAZNEE'S WONDERLAND,7300 CORMWELL LANE,CHARLOTTE,NC,28217,Mecklenburg,jeanettepeake@yahoo.com,,Child Care Center,(704) 672-9959,Yes,/static/images/car-care.jpg
60000417,"4812, Nevin Road, Poplar Springs, Derita, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.29510252,-80.81473367,JEAN'S SMALL WORLD DAY CARE HOME,4812 NEVIN ROAD,CHARLOTTE,NC,28269,Mecklenburg,khinnykhylieh@gmail.com,,Family Child Care Home,(980) 833-1042,No,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
60002077,"Capps Hill Mine Road, Firestone, Northwood, Charlotte, Mecklenburg County, North Carolina, 28216, United States",35.296023,-80.874783,JOHNNA SPRY'S HOME CHILD CARE,16715 CAPPS ROAD,CHARLOTTE,NC,28278,Mecklenburg,Johhna.spry@yahoo.com,,Family Child Care Home,(704) 516-3709,Yes,/static/images/baby-1317604_640.jpg
60002240,"4400, Hovis Road, Hoskins, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.262664,-80.893606,JOHNSON MINI SCHOOL II,4400 HOVIS ROAD,CHARLOTTE,NC,28208,Mecklenburg,johnsonminischoolinc@gmail.com,,Child Care Center,(704) 395-3551,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
60001247,"3025, North Davidson Street, NoDa, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.24604793,-80.80758579,JOHNSTON YMCA SCHOOLAGE PROGRAM,3025 N DAVIDSON ST,CHARLOTTE,NC,28205,Mecklenburg,gexenia.pardilla@YMCAcharlotte.org,ymcacharlotte.org,Child Care Center,(704) 716-6300,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
60001851,"Joseph W. Grier Academy, 8330, Grier Road, Charlotte, Mecklenburg County, North Carolina, 28215, United States",35.26751235,-80.72520349,JOSEPH W. GRIER ACADEMY ASEP,8330 GRIER ROAD,CHARLOTTE,NC,28215,Mecklenburg,cheril.price@cms.k12.nc.us,,Child Care Center,(980) 343-5671,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
60000706,"2616, Hemphill Street, Dalton Village, Pinecrest, Charlotte, Mecklenburg County, North Carolina, 28208, United States",35.2144656,-80.90422006,JOYCE'S DAY CARE,2616 HEMPHILL ST,CHARLOTTE,NC,28208,Mecklenburg,kidzjoy12@gmail.com,,Child Care Center,(704) 398-2858,Yes,/static/images/car-care.jpg
60002477,"1723, Beckwith Place, Plaza Hills, Charlotte, Mecklenburg County, North Carolina, 28205, United States",35.23599904,-80.79461327,JOYLAND ACADEMY,1723 BECKWITH PLACE,CHARLOTTE,NC,28205,Mecklenburg,joyland@mail.com,,Child Care Center,(704) 713-8759,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
60003937,"9137, Sharonbrook Drive, Sharonbrook, Charlotte, Mecklenburg County, North Carolina, 28210, United States",35.11680316,-80.8760528,JUSTICE KIDS ACADEMY,9137 SHARONBROOK DRIVE,CHARLOTTE,NC,28210,Mecklenburg,rsanders@justicekidsacademy.com,,Child Care Center,(704) 222-2343,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
60000696,"122, Huntsmoor Drive, Colony Acres, Charlotte, Mecklenburg County, North Carolina, 28217, United States",35.13720451,-80.89284468,KAMINA MCMILLIANDBA KAMINA'S PLAY AND LEARN CENTER,122 HUNTSMOOR DRIVE,CHARLOTTE,NC,28217,Mecklenburg,kaminasplayhouse@yahoo.com,,Child Care Center,(704) 380-7676,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
60004043,"8321, Society Street, Weston Glen, Charlotte, Mecklenburg County, North Carolina, 28277, United States",35.0345259,-80.82712806,KAMISKIDZ,8321 SOCIETY STREET,CHARLOTTE,NC,28277,Mecklenburg,kamiskidz@yahoo.com,,Family Child Care Home,(210) 548-6440,No,/static/images/car-care.jpg
60001800,"3434, Betterton Lane, Lynn Lee, Graceshire, Charlotte, Mecklenburg County, North Carolina, 28269, United States",35.31717078,-80.80060333,KAREN'S WORLD OF JOY,3434 BETTERTON LN,CHARLOTTE,NC,28269,Mecklenburg,kbwatson40@gmail.com,,Family Child Care Home,(704) 599-3500,No,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
